product_name,quantity,sale_date,revenue
9-3/4 Diameter Round Wall Clock,1,2018-11-03 00:00:00,41.37
9-3/4 Diameter Round Wall Clock,1,2018-11-09 00:00:00,96.53
9-3/4 Diameter Round Wall Clock,1,2018-11-20 00:00:00,27.58
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2015-04-22 00:00:00,9.912
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2015-11-07 00:00:00,12.39
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2015-12-13 00:00:00,12.39
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2016-06-13 00:00:00,8.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2016-08-07 00:00:00,3.304
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2016-08-08 00:00:00,6.608
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-09-02 00:00:00,8.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-09-23 00:00:00,13.216
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-11-10 00:00:00,13.216
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2017-11-14 00:00:00,8.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2018-02-24 00:00:00,4.956
"ACCOHIDE 3-Ring Binder, Blue, 1""",1,2018-03-19 00:00:00,19.824
ACCOHIDE Binder by Acco,1,2015-04-21 00:00:00,16.52
ACCOHIDE Binder by Acco,1,2017-11-28 00:00:00,7.434
ACCOHIDE Binder by Acco,1,2018-09-22 00:00:00,33.04
ACCOHIDE Binder by Acco,1,2018-09-25 00:00:00,8.26
APC 7 Outlet Network SurgeArrest Surge Protector,1,2015-11-17 00:00:00,241.44
APC 7 Outlet Network SurgeArrest Surge Protector,1,2016-04-02 00:00:00,32.192
APC 7 Outlet Network SurgeArrest Surge Protector,1,2017-06-12 00:00:00,64.384
APC 7 Outlet Network SurgeArrest Surge Protector,1,2017-06-24 00:00:00,241.44
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-03-21 00:00:00,64.384
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-08-27 00:00:00,321.92
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-09-21 00:00:00,80.48
APC 7 Outlet Network SurgeArrest Surge Protector,1,2018-09-23 00:00:00,160.96
ARKON Windshield Dashboard Air Vent Car Mount Holder,1,2015-12-15 00:00:00,40.68
ARKON Windshield Dashboard Air Vent Car Mount Holder,1,2016-09-17 00:00:00,67.8
ARKON Windshield Dashboard Air Vent Car Mount Holder,1,2017-12-09 00:00:00,40.68
AT&T 1070 Corded Phone,1,2015-08-08 00:00:00,445.96
AT&T 1070 Corded Phone,1,2015-08-09 00:00:00,178.384
AT&T 1070 Corded Phone,1,2017-02-22 00:00:00,445.96
AT&T 1080 Corded phone,1,2015-04-12 00:00:00,438.368
AT&T 1080 Corded phone,1,2015-12-30 00:00:00,328.776
AT&T 1080 Corded phone,1,2016-08-10 00:00:00,438.368
AT&T 1080 Corded phone,1,2016-12-06 00:00:00,219.184
AT&T 1080 Corded phone,1,2018-04-07 00:00:00,219.184
AT&T 1080 Corded phone,1,2018-12-03 00:00:00,136.99
AT&T 1080 Corded phone,1,2018-12-27 00:00:00,164.388
AT&T 1080 Phone,1,2016-09-24 00:00:00,821.94
AT&T 1080 Phone,1,2017-01-31 00:00:00,109.592
AT&T 1080 Phone,1,2017-11-24 00:00:00,657.552
AT&T 17929 Lendline Telephone,1,2015-02-02 00:00:00,180.96
AT&T 17929 Lendline Telephone,1,2016-03-30 00:00:00,180.96
AT&T 17929 Lendline Telephone,1,2016-10-12 00:00:00,135.72
AT&T 17929 Lendline Telephone,1,2016-11-08 00:00:00,226.2
AT&T 17929 Lendline Telephone,1,2017-01-03 00:00:00,180.96
AT&T 17929 Lendline Telephone,1,2017-02-04 00:00:00,90.48
AT&T 17929 Lendline Telephone,1,2017-03-08 00:00:00,108.576
AT&T 17929 Lendline Telephone,1,2017-08-28 00:00:00,108.576
AT&T 17929 Lendline Telephone,1,2017-11-30 00:00:00,36.192
AT&T 17929 Lendline Telephone,1,2018-12-25 00:00:00,90.48
AT&T 841000 Phone,1,2015-01-16 00:00:00,124.2
AT&T 841000 Phone,1,2016-08-11 00:00:00,138.0
AT&T 841000 Phone,1,2017-04-25 00:00:00,82.8
AT&T 841000 Phone,1,2017-05-22 00:00:00,345.0
AT&T 841000 Phone,1,2017-08-15 00:00:00,165.6
AT&T 841000 Phone,1,2018-01-30 00:00:00,207.0
AT&T CL2909,1,2015-04-25 00:00:00,302.376
AT&T CL2909,1,2015-07-23 00:00:00,302.376
AT&T CL2909,1,2018-12-02 00:00:00,151.188
AT&T CL82213,1,2015-02-06 00:00:00,144.95
AT&T CL82213,1,2015-04-05 00:00:00,28.99
AT&T CL82213,1,2015-11-02 00:00:00,46.384
AT&T CL82213,1,2016-12-06 00:00:00,173.94
AT&T CL82213,1,2018-09-22 00:00:00,86.97
AT&T CL83451 4-Handset Telephone,1,2017-09-06 00:00:00,329.584
AT&T CL83451 4-Handset Telephone,1,2018-03-30 00:00:00,164.792
AT&T CL83451 4-Handset Telephone,1,2018-09-18 00:00:00,411.98
AT&T EL51110 DECT,1,2015-09-07 00:00:00,377.97
AT&T SB67148 SynJ,1,2015-04-11 00:00:00,105.584
AT&T SB67148 SynJ,1,2017-11-07 00:00:00,263.96
AT&T SB67148 SynJ,1,2018-12-01 00:00:00,105.584
AT&T TR1909W,1,2015-03-28 00:00:00,302.376
AT&T TR1909W,1,2015-04-07 00:00:00,629.95
AT&T TR1909W,1,2015-11-19 00:00:00,503.96
AT&T TR1909W,1,2017-12-11 00:00:00,302.376
Aastra 57i VoIP phone,1,2015-02-06 00:00:00,161.61
Aastra 57i VoIP phone,1,2016-04-13 00:00:00,258.576
Aastra 57i VoIP phone,1,2016-05-22 00:00:00,775.728
Aastra 57i VoIP phone,1,2017-02-05 00:00:00,484.83
Aastra 57i VoIP phone,1,2017-08-30 00:00:00,290.898
Aastra 6757i CT Wireless VoIP phone,1,2016-11-02 00:00:00,344.704
Aastra 6757i CT Wireless VoIP phone,1,2016-11-19 00:00:00,861.76
Aastra 6757i CT Wireless VoIP phone,1,2018-05-18 00:00:00,344.704
Aastra 6757i CT Wireless VoIP phone,1,2018-08-31 00:00:00,689.408
Aastra 6757i CT Wireless VoIP phone,1,2018-09-08 00:00:00,258.528
Aastra 6757i CT Wireless VoIP phone,1,2018-11-10 00:00:00,430.88
Acco 3-Hole Punch,1,2015-09-26 00:00:00,0.876
Acco 3-Hole Punch,1,2016-07-23 00:00:00,10.512
Acco 3-Hole Punch,1,2017-11-20 00:00:00,2.628
Acco 3-Hole Punch,1,2018-04-14 00:00:00,8.76
Acco 3-Hole Punch,1,2018-07-31 00:00:00,17.52
Acco 3-Hole Punch,1,2018-10-21 00:00:00,21.9
Acco 3-Hole Punch,1,2018-11-12 00:00:00,14.016
Acco 3-Hole Punch,1,2018-12-01 00:00:00,17.52
Acco 6 Outlet Guardian Basic Surge Suppressor,1,2015-05-20 00:00:00,33.28
Acco 6 Outlet Guardian Basic Surge Suppressor,1,2015-07-21 00:00:00,4.992
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2016-03-29 00:00:00,73.28
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2017-11-19 00:00:00,54.96
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-05-23 00:00:00,18.32
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-08-28 00:00:00,91.6
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-10-02 00:00:00,21.984
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,1,2018-12-23 00:00:00,29.312
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2015-06-01 00:00:00,65.52
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2015-11-04 00:00:00,58.24
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2015-11-28 00:00:00,43.68
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2016-01-05 00:00:00,87.36
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2017-06-05 00:00:00,58.24
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2017-12-01 00:00:00,11.648
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2017-12-16 00:00:00,34.944
Acco 6 Outlet Guardian Premium Surge Suppressor,1,2018-03-03 00:00:00,72.8
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2015-09-21 00:00:00,36.27
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2015-12-29 00:00:00,48.36
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2016-12-20 00:00:00,36.27
Acco 6 Outlet Guardian Standard Surge Suppressor,1,2018-09-10 00:00:00,24.18
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2016-07-09 00:00:00,48.632
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2017-05-30 00:00:00,364.74
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2017-12-18 00:00:00,194.528
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2018-04-21 00:00:00,97.264
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1,2018-11-18 00:00:00,389.056
"Acco Banker's Clasps, 5 3/4""-Long",1,2015-04-11 00:00:00,6.912
"Acco Banker's Clasps, 5 3/4""-Long",1,2016-07-16 00:00:00,11.52
"Acco Banker's Clasps, 5 3/4""-Long",1,2017-03-03 00:00:00,2.304
"Acco Banker's Clasps, 5 3/4""-Long",1,2018-06-24 00:00:00,2.88
"Acco Banker's Clasps, 5 3/4""-Long",1,2018-12-14 00:00:00,17.28
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2015-08-01 00:00:00,5.68
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2016-08-09 00:00:00,10.65
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2017-02-22 00:00:00,10.65
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,2018-09-11 00:00:00,14.2
Acco D-Ring Binder w/DublLock,1,2015-07-14 00:00:00,29.932
Acco D-Ring Binder w/DublLock,1,2015-11-02 00:00:00,19.242
Acco D-Ring Binder w/DublLock,1,2016-08-21 00:00:00,12.828
Acco D-Ring Binder w/DublLock,1,2016-10-03 00:00:00,32.07
Acco D-Ring Binder w/DublLock,1,2016-12-11 00:00:00,12.828
Acco D-Ring Binder w/DublLock,1,2016-12-15 00:00:00,51.312
Acco D-Ring Binder w/DublLock,1,2018-01-15 00:00:00,4.276
Acco D-Ring Binder w/DublLock,1,2018-06-20 00:00:00,51.312
Acco D-Ring Binder w/DublLock,1,2018-08-18 00:00:00,21.38
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2015-04-28 00:00:00,20.86
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2016-02-15 00:00:00,41.72
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2016-09-17 00:00:00,25.032
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2017-10-15 00:00:00,41.72
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2017-10-27 00:00:00,25.032
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-04-24 00:00:00,10.43
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-09-09 00:00:00,6.258
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-11-19 00:00:00,58.408
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",1,2018-12-16 00:00:00,33.376
Acco Economy Flexible Poly Round Ring Binder,1,2015-07-21 00:00:00,1.044
Acco Economy Flexible Poly Round Ring Binder,1,2017-11-04 00:00:00,4.176
Acco Economy Flexible Poly Round Ring Binder,1,2018-12-26 00:00:00,3.132
Acco Expandable Hanging Binders,1,2016-04-04 00:00:00,12.76
Acco Expandable Hanging Binders,1,2017-09-03 00:00:00,12.76
Acco Expandable Hanging Binders,1,2018-07-18 00:00:00,7.656
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2015-11-04 00:00:00,52.064
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-05-09 00:00:00,48.81
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-09-04 00:00:00,9.762
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-09-05 00:00:00,16.27
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2016-09-18 00:00:00,65.08
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2017-03-17 00:00:00,32.54
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2017-03-27 00:00:00,32.54
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2018-05-11 00:00:00,26.032
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,2018-10-23 00:00:00,9.762
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2015-01-07 00:00:00,10.43
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2016-09-05 00:00:00,4.47
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2016-10-31 00:00:00,29.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2017-03-29 00:00:00,29.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2018-07-11 00:00:00,29.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1,2018-12-24 00:00:00,17.88
Acco Glide Clips,1,2018-12-29 00:00:00,19.6
Acco Hanging Data Binders,1,2015-07-19 00:00:00,3.81
Acco Hanging Data Binders,1,2015-12-30 00:00:00,2.286
Acco Hanging Data Binders,1,2016-02-14 00:00:00,2.286
Acco Hanging Data Binders,1,2016-09-06 00:00:00,6.096
Acco Hanging Data Binders,1,2017-07-14 00:00:00,9.144
Acco Hanging Data Binders,1,2017-09-01 00:00:00,3.048
Acco Hot Clips Clips to Go,1,2015-09-07 00:00:00,13.16
Acco Hot Clips Clips to Go,1,2017-05-17 00:00:00,7.896
Acco Hot Clips Clips to Go,1,2017-07-07 00:00:00,2.632
Acco Hot Clips Clips to Go,1,2018-05-25 00:00:00,3.29
Acco Hot Clips Clips to Go,1,2018-09-11 00:00:00,10.528
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2015-05-07 00:00:00,16.14
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2015-11-26 00:00:00,12.912
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2016-10-02 00:00:00,26.9
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2016-11-24 00:00:00,25.824
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2016-11-29 00:00:00,4.304
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2017-06-02 00:00:00,51.648
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",1,2018-10-14 00:00:00,37.66
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1,2015-12-08 00:00:00,6.456
